"default","n_collect","credit_ratio","interest","initial_list_status","recover","coll_fee","out_prncp","total_cc","term","fees_rec","total_acc","employment","amount","monthly_payment","funded","status","v1","int_rec","reason","last_payment","pymnt_rec","quality","out_prncp_inv","violations","del","inc","prin_rec","credit_bal","ncc","req"
0,0,4.5,6.92,"b",0,0,11535.87,4157.72," 3 yrs",0,20,"7",15000,462.61,15000,"unchecked",13.15,693.59,"other",462.61,4157.72,"q1",11535.87,0,0,120000,3464.13,2352,8,0
0,0,18.9,10.99,"b",0,0,4793.53,9034.63," 3 yrs",0,21,"3",12000,392.81,12000,"partial",32.15,1828.16,"moving",392.81,9034.63,"q2",4793.53,0,0,47000,7206.47,3815,10,0
0,0,60.1,9.99,"a",0,0,0,9017.15275884," 3 yrs",0,10,"6",8000,258.1,8000,"unchecked",5.87,1017.15,"cc",4115.41,9017.15,"q2",0,1,0,93600,8000,6915,7,0
0,0,52.9,12.42,"a",0,0,0,25117.01," 3 yrs",0,26,"5",22000,735.14,22000,"checked",18.6,3117.01,"debt",13364.45,25117.01,"q2",0,0,0,100800,22000,27773,12,1
0,0,19.1,9.49,"a",0,0,956.22,592.7," 3 yrs",0,11,"2",1425,45.65,1425,"unchecked",23.16,123.92,"renovation",45.65,592.7,"q2",956.22,0,0,40000,468.78,6559,6,0
0,0,40.3,9.67,"a",0,0,7032.06,4428.06," 5 yrs",0,19,"2",10000,210.86,10000,"partial",14.1,1460.12,"cc",210.86,4428.06,"q2",7032.06,0,0,46900,2967.94,8907,8,0
1,0,74.4,15.31,"a",0,0,0,13366.24," 3 yrs",0,29,"10+",24000,835.57,24000,"unchecked",11.71,4036.32,"other",835.57,13206.16,"q4",0,0,0,125000,9329.92,36598,14,0
0,0,39.1,13.33,"a",0,0,7152.19,2765.89," 3 yrs",0,31,"7",9100,308.07,9100,"checked",6.82,818.08,"debt",308.07,2765.89,"q3",7152.19,0,0,35000,1947.81,10531,10,2
1,0,52,23.43,"a",0,0,0,8076.5," 5 yrs",0,15,"10+",17750,504.78,17750,"unchecked",34.59,5352.5,"debt",252.4,8076.5,"q6",0,0,2,67000,2724,9534,10,0
0,0,51.3,13.05,"a",0,0,0,20654.7510298," 3 yrs",0,42,"NA",18825,634.75,18825,"checked",25.76,1829.75,"debt",14944.64,20627.33,"q2",0,0,3,41945,18825,18432,16,0
1,1,62.1,16.29,"a",0,0,1842.14,15217.8," 3 yrs",0,13,"10+",13475,475.68,13475,"checked",11.86,3584.94,"cc",475.68,15217.8,"q3",1842.14,0,0,41400,11632.86,8507,9,0
1,0,78.7,20.99,"a",963.36,9.6336,0,9076.14," 5 yrs",0,15,"9",20000,540.96,20000,"checked",14.21,4877.77,"debt",27.45,9076.14,"q5",0,1,0,87000,3235.01,12746,6,3
1,0,41.1,23.13,"a",0,0,14543.25,33037.47," 5 yrs",0,38,"10+",30000,847.96,30000,"checked",16.22,17580.72,"other",847.96,33037.47,"q6",14543.25,0,0,62000,15456.75,6990,10,3
0,0,73.9,10.74,"a",0,0,0,17608.3376895," 3 yrs",0,22,"7",15000,489.24,15000,"unchecked",17.61,2608.34,"debt",505.4,17314.81,"q2",0,0,0,70000,15000,19714,10,0
0,0,82.7,19.19,"b",0,0,28442.94,3874.82," 5 yrs",0,25,"2",30000,781.36,30000,"partial",25.78,2317.76,"debt",781.36,3874.82,"q5",28442.94,0,0,65000,1557.06,52502,20,1
0,0,76.2,15.61,"a",0,0,11174.11,1771.83," 5 yrs",0,31,"10+",12000,289.34,12000,"partial",30.21,945.94,"debt",289.34,1771.83,"q4",11174.11,0,0,69000,825.89,34667,22,1
1,0,55.8,15.61,"b",0,0,12792.78,5198.48," 5 yrs",0,51,"10+",15400,371.32,15400,"checked",31.54,2591.26,"debt",371.32,5198.48,"q4",12792.78,0,0,68000,2607.22,18124,17,0
1,0,65,15.31,"a",463.11,4.6311,0,3943.91," 3 yrs",0,24,"4",10000,348.18,10000,"unchecked",11.97,1144.45,"debt",348.18,3934.05,"q3",0,1,0,45000,2336.35,8971,9,1
0,0,90.1,8.67,"b",0,0,11543.06,5554.44," 3 yrs",0,36,"10+",16000,506.35,16000,"partial",15.82,1097.5,"debt",506.35,5554.44,"q2",11543.06,1,0,120000,4456.94,13778,11,1
1,0,49,19.52,"a",16794.65,3023.03700001,0,19299.41," 5 yrs",0,27,"10+",23875,626.19,23875,"partial",17.89,1530,"debt",626.19,19299.41,"q5",0,1,0,90000,974.76,7062,12,1
0,0,81.1,22.99,"a",0,0,28588.49,2448.37," 5 yrs",0,20,"10+",29400,828.64,29400,"checked",19.49,1636.86,"debt",828.64,2442.12,"q6",28515.56,0,0,70000,811.51,45425,14,1
0,0,85.2,13.98,"b",0,0,7862.92,9737.88," 3 yrs",0,28,"5",15000,512.52,15000,"checked",8.54,2600.8,"cc",512.52,9737.88,"q3",7862.92,0,0,3e+05,7137.08,24032,7,3
0,0,58.1,13.33,"b",0,0,11714.89,541.25," 5 yrs",0,12,"NA",12000,275.07,12000,"unchecked",11.92,256.14,"debt",275.07,541.25,"q3",11714.89,0,0,30000,285.11,13132,6,0
0,0,11.8,5.32,"b",0,0,11071.36,1080.59," 3 yrs",0,25,"10+",12000,361.38,12000,"unchecked",13.51,151.95,"cc",361.38,1080.59,"q1",11071.36,0,0,62000,928.64,16088,13,0
1,0,46.8,12.99,"a",1769.93,318.5874,0,5307.31," 3 yrs",0,27,"2",15000,505.34,15000,"partial",7.42,1057.24,"debt",505.34,5307.31,"q2",0,0,0,105000,2480.14,8900,9,0
0,0,74.9,14.99,"b",0,0,8069.67,4801.68," 5 yrs",0,17,"1",10625,252.72,10625,"partial",20.5,2246.35,"debt",252.72,4801.68,"q3",8069.67,0,1,58000,2555.33,9207,15,0
1,0,71.6,20.8,"a",0,0,0,6194.15," 5 yrs",0,40,"10+",10000,269.41,10000,"checked",32.52,3508.05,"debt",269.41,6163.21,"q5",0,0,2,40000,2686.1,7157,11,0
0,0,68,13.99,"b",0,0,9766.54,457.51," 5 yrs",0,21,"4",10000,232.64,10000,"checked",31.85,224.05,"debt",232.64,452.93,"q3",9668.87,0,2,33000,233.46,15222,12,1
1,0,85.5,13.48,"a",178.96,35.476800001,0,1125.66," 3 yrs",0,5,"< 1",3500,118.74,3500,"unchecked",4.67,288.96,"other",118.74,1117.65,"q3",0,0,0,18000,657.74,2394,3,0
0,0,74.3,10.99,"a",0,0,11143.47,1163.78," 3 yrs",0,30,"4",12000,392.81,12000,"partial",22.93,307.25,"cc",392.81,1163.78,"q2",11143.47,0,0,120000,856.53,38873,14,1
1,0,36.9,19.52,"b",0,0,0,4278.06," 3 yrs",0,18,"10+",12875,475.34,12875,"checked",22.4,1723.13,"debt",475.34,4278.06,"q4",0,0,0,43000,2554.93,4692,8,2
0,0,44.7,9.17,"b",0,0,9610.01,3054.29," 3 yrs",0,36,"10+",12000,382.55,12000,"checked",16.98,664.3,"debt",382.55,3054.29,"q2",9610.01,1,0,67500,2389.99,4646,9,2
0,0,62.8,13.44,"b",0,0,8000,0," 3 yrs",0,17,"4",8000,271.26,8000,"unchecked",38.42,0,"debt",0,0,"q3",8000,0,0,95000,0,42697,14,0
0,0,62.2,17.57,"a",0,0,9775.97,4472.25," 5 yrs",0,13,"2",11850,298.15,11850,"partial",23.61,2398.22,"debt",298.15,4472.25,"q4",9775.97,0,0,40000,2074.03,12875,7,0
0,0,54.9,5.32,"b",0,0,17931.76,2397.38," 3 yrs",0,36,"5",20000,602.3,20000,"unchecked",28.94,329.14,"cc",602.3,2397.38,"q1",17931.76,0,0,60000,2068.24,126953,11,0
1,0,65.5,20.2,"a",2742.82,27.4282,0,4869.02," 5 yrs",0,33,"10+",20000,532.11,20000,"partial",21.49,1325.29,"debt",532.11,4869.02,"q4",0,0,0,90000,800.91,11796,11,3
0,0,80.7,14.99,"b",0,0,9940.7,3985.89," 5 yrs",0,17,"3",12000,285.42,12000,"partial",17.45,1926.59,"boat",285.42,3985.89,"q3",9940.7,0,0,120000,2059.3,20406,9,0
1,0,52,13.47,"a",441.52,4.38,0,1896.48," 3 yrs",0,15,"< 1",10750,364.67,10750,"partial",16.54,465.06,"debt",364.67,1763.94,"q3",0,0,0,28000,989.9,8738,7,4
1,0,33.2,12.12,"a",397.69,3.976899998,0,7214.45," 3 yrs",0,19,"10+",8200,272.83,8200,"partial",14.28,1446.66,"debt",272.83,7214.45,"q2",0,0,0,60000,5370.1,2692,9,0
0,0,27.5,11.99,"b",0,0,1560.87,4235.2," 3 yrs",0,27,"1",5000,166.05,5000,"checked",24.33,796.07,"cc",166.05,4235.2,"q2",1560.87,0,0,32400,3439.13,5728,17,2
0,0,85.4,16.24,"a",0,0,1087.07,2370.66," 3 yrs",0,29,"9",2800,98.78,2800,"checked",19.44,657.73,"boat",98.78,2370.66,"q3",1087.07,0,0,105000,1712.93,16312,21,3
1,0,92.9,24.5,"b",2100.22,21.0022,0,3843.78," 5 yrs",0,18,"< 1",15000,435.89,15000,"checked",1.01,1208.9,"debt",435.89,3843.78,"q6",0,0,0,80000,534.66,3532,7,0
0,0,64.9,17.57,"b",0,0,3465.23,6806.4," 3 yrs",0,16,"5",8200,294.69,8200,"checked",18.49,2071.63,"debt",294.69,6806.4,"q4",3465.23,0,0,55697.2,4734.77,8761,12,2
1,0,24.2,10.49,"a",0,0,3503.54,1310.92," 3 yrs",0,34,"1",4500,146.24,4500,"partial",24.29,314.46,"debt",146.24,1310.92,"q2",3503.54,1,0,40466,996.46,2560,8,0
0,0,48.7,11.53,"b",0,0,12134.06,2990.81," 3 yrs",0,15,"10+",14350,473.42,14350,"unchecked",18.11,774.87,"cc",500,2990.81,"q2",12134.06,0,0,52000,2215.94,21684,7,1
1,0,66.6,9.99,"b",0,0,0,1063.25," 3 yrs",0,31,"4",2400,77.43,2400,"unchecked",18.21,84.86,"medical",77.43,1063.25,"q2",0,0,1,68000,978.39,12124,9,0
0,0,1,7.89,"b",0,0,14381.29,6874.15," 3 yrs",0,28,"1",20000,625.72,20000,"partial",17.48,1255.44,"other",625.72,6874.15,"q1",14381.29,0,0,111000,5618.71,288,12,0
0,0,57.5,7.62,"a",0,0,0,27301.0309039," 3 yrs",0,28,"NA",25000,779.04,25000,"partial",25.23,2301.03,"debt",2813.44,27301.03,"q1",0,0,0,78042.48,25000,25464,10,0
1,0,88.3,16.29,"a",1832.46,329.842800002,0,11318.47," 5 yrs",0,27,"8",17625,431.33,17625,"checked",14.79,4601.53,"debt",431.33,11318.47,"q3",0,0,1,40000,4884.48,16957,12,0
0,0,80.3,12.69,"b",0,0,21184.68,4008.48," 3 yrs",0,28,"2",24000,805.08,24000,"partial",9.2,1193.16,"debt",805.08,4008.48,"q3",21184.68,0,1,128000,2815.32,20561,13,0
0,0,59.9,12.69,"b",0,0,7253.22,1076.26," 3 yrs",0,19,"8",8000,268.36,8000,"checked",18.16,329.48,"debt",268.36,1076.26,"q3",7253.22,1,0,37000,746.78,6950,11,1
0,0,60.6,24.5,"a",0,0,14051.1,17930.71," 5 yrs",0,19,"10+",21200,616.05,21200,"checked",9.3,10781.81,"other",616.05,17930.71,"q6",14051.1,0,2,113806.51,7148.9,13814,8,0
0,1,51.2,16.99,"b",0,0,18994.77,458.95," 5 yrs",0,53,"3",19200,477.07,19200,"unchecked",34.15,253.72,"debt",477.07,458.95,"q4",18994.77,1,3,48000,205.23,29395,27,1
1,0,36.8,18.75,"a",2071.13,20.7113,0,10833.63," 3 yrs",0,43,"2",20000,730.6,20000,"checked",23.91,3293.76,"renovation",730.6,10833.63,"q4",0,0,3,60000,5468.74,3235,12,5
0,0,89.2,10.99,"b",0,0,9043.94,1303.25," 3 yrs",0,28,"2",10000,327.34,10000,"checked",28.01,347.19,"debt",327.34,1303.25,"q2",9043.94,0,0,1e+05,956.06,56089,9,1
1,0,56.5,16.99,"b",0,0,0,2832.6," 5 yrs",0,15,"1",11400,283.26,11400,"partial",23.59,1533.41,"debt",283.26,2832.6,"q4",0,0,0,52000,1299.19,5145,10,1
0,0,51,13.65,"a",0,0,3283.79,5611.32," 3 yrs",0,36,"5",7500,255.06,7500,"partial",31.88,1395.11,"debt",255.06,5592.62,"q3",3272.85,1,1,60000,4216.21,4028,9,0
1,0,70.2,14.99,"b",0,0,8211.29,8312.66," 3 yrs",48.62,16,"4",14025,486.12,14025,"partial",9.78,2450.33,"renovation",486.12,8312.66,"q3",8211.29,0,1,48000,5813.71,3650,7,1
1,0,85,21,"a",0,0,0,9730.35," 5 yrs",0,36,"10+",24000,649.29,24000,"checked",24.42,5839.58,"debt",649.29,9730.35,"q5",0,0,0,60000,3890.77,18331,20,0
0,0,95.1,25.57,"a",0,0,11161.57,11458.7," 5 yrs",0,30,"1",15400,457.18,15400,"checked",22,7220.27,"cc",457.18,11458.7,"q6",11161.57,0,0,77500,4238.43,21397,20,3
1,0,25.1,21.99,"b",0,0,34006.73,2813.89," 5 yrs",0,37,"8",35000,966.47,35000,"partial",16.3,1820.62,"renovation",966.47,2813.89,"q6",34006.73,1,1,1e+05,993.27,4929,20,1
1,0,66.1,17.57,"b",0,0,19572.51,4280.64," 5 yrs",0,32,"2",21475,540.32,21475,"checked",17.61,2378.15,"debt",540.32,4280.64,"q4",19572.51,1,0,118000,1902.49,8392,10,1
1,0,86.6,23.13,"a",62.73,11.2914000142,0,46199.44," 5 yrs",0,35,"5",31200,881.88,31200,"checked",17.39,19154.33,"cc",12706,46162.55,"q7",0,0,0,83275,26982.38,22699,12,0
0,0,67.7,14.98,"a",0,0,0,18376.45," 5 yrs",0,16,"10+",15000,356.7,15000,"partial",16.08,3376.45,"debt",11599.15,18376.45,"q3",0,0,3,75000,15000,14153,7,3
0,0,9.1,9.99,"b",0,0,3513.21,650.8," 3 yrs",0,63,"10+",4000,129.05,4000,"unchecked",25.34,164.01,"debt",129.05,650.8,"q2",3513.21,0,0,110000,486.79,7005,21,0
1,0,59.4,11.36,"a",0,0,0,6074.52," 3 yrs",0,43,"2",12250,403.17,12250,"unchecked",19.86,1865.2,"debt",403.97,6025.64,"q2",0,0,0,31000,4209.32,10161,18,0
1,0,21,16.63,"a",758.11,7.5,0,2671.78," 3 yrs",0,10,"2",18000,638.46,18000,"checked",10.91,731.54,"event",638.46,1943.38,"q5",0,0,0,49400,1182.13,6241,9,3
1,0,27.9,14.33,"a",820.53,8.0958000017,0,8638.78," 3 yrs",0,25,"2",11400,391.46,11400,"unchecked",13.59,2096.51,"debt",391.46,8638.78,"q3",0,0,1,65000,5721.74,3739,9,1
0,0,52.2,11.67,"a",0,0,0,4846.68," 3 yrs",0,19,"6",4800,158.68,4800,"unchecked",28.85,46.68,"debt",4846.68,4846.68,"q2",0,0,0,37000,4800,14081,9,1
1,0,101.8,14.31,"b",0,0,11415.92,4722.99," 3 yrs",0,8,"10+",14475,496.91,14475,"checked",15.6,1663.91,"debt",256.91,4722.99,"q3",11415.92,0,0,33000,3059.08,8553,3,0
0,0,80.4,17.86,"a",0,0,18472.35,3494.84," 5 yrs",0,23,"5",20000,506.35,20000,"partial",21.11,1967.19,"debt",506.35,3494.84,"q4",18472.35,0,0,80000,1527.65,25095,15,0
0,0,21.4,7.89,"b",0,0,0,36850.32," 3 yrs",0,27,"3",35000,1095,35000,"unchecked",8.56,1850.32,"renovation",28121,36850.32,"q1",0,0,0,225000,35000,70495,8,0
1,0,46.3,24.5,"a",0,0,10568.01,3716.08," 5 yrs",0,32,"10+",11675,339.27,11675,"checked",19.97,2609.09,"cc",339.27,3716.08,"q6",10568.01,1,0,50000,1106.99,11381,15,1
1,0,64.3,24.08,"b",0,0,0,3202.01," 5 yrs",0,23,"NA",15875,457.43,15875,"checked",18.51,2169.39,"debt",457.43,3202.01,"q6",0,0,1,54000,1032.62,8295,9,0
0,0,41.3,14.09,"a",0,0,0,15718.0131308," 3 yrs",0,29,"7",14000,479.1,14000,"checked",15.44,1718.01,"debt",10450.71,15718.01,"q2",0,1,1,45000,14000,4546,8,0
0,0,47.2,7.69,"b",0,0,11683.09,11136.19," 3 yrs",0,41,"10+",21000,655.07,21000,"partial",18.81,1819.28,"cc",655.07,11136.19,"q1",11683.09,0,0,108000,9316.91,31073,19,1
0,0,72.5,16.29,"b",0,0,4701.49,4800.97," 3 yrs",0,13,"4",8000,282.41,8000,"unchecked",18.25,1502.46,"debt",282.41,4800.97,"q4",4701.49,0,0,49500,3298.51,29129,9,0
0,0,33.2,7.89,"a",0,0,24707.27,6556.84," 3 yrs",0,47,"< 1",30000,938.57,30000,"checked",21.85,1264.11,"debt",938.57,6551.38,"q1",24686.68,0,1,130000,5292.73,27617,21,0
0,0,46.8,6.03,"a",0,0,0,23704.2603517," 3 yrs",0,12,"10+",21875,665.78,21875,"partial",4.77,1829.26,"debt",9059.74,23704.26,"q1",0,0,0,125000,21875,21876,6,1
0,0,74.1,15.61,"b",0,0,9104.45,1389.93," 3 yrs",0,25,"10+",10000,349.65,10000,"partial",37.11,494.38,"debt",349.65,1389.93,"q4",9104.45,0,0,38000,895.55,20526,12,0
0,0,62.1,6.24,"b",0,0,8978.83,1214.31," 3 yrs",0,15,"8",10000,305.31,10000,"unchecked",28.04,193.14,"cc",305.31,1214.31,"q1",8978.83,0,0,40160,1021.17,25786,11,0
0,0,41.2,25.8,"a",0,0,19812.84,17881.84," 5 yrs",0,19,"9",30000,894.67,30000,"checked",14.88,7694.68,"boat",1350,17881.84,"q7",19812.84,0,1,125000,10187.16,15152,12,1
1,0,87.8,14.59,"a",94.93,1.09,0,1436.79," 3 yrs",0,15,"6",3000,103.4,3000,"unchecked",7.81,407.08,"debt",103.4,1436.79,"q4",0,0,0,63000,934.78,4655,12,0
0,0,31.4,16.55,"a",0,0,15577.56,1757.04," 3 yrs",0,11,"2",16675,590.79,16675,"checked",21.17,659.6,"debt",590.79,1757.04,"q4",15577.56,1,0,72500,1097.44,5624,8,1
0,0,55.8,25.28,"a",0,0,18393.37,23592.36," 5 yrs",0,39,"10+",27575,813.9,27575,"checked",26.5,14410.73,"other",813.9,23528.25,"q6",18343.33,0,2,70000,9181.63,11727,18,0
0,0,35.2,14.99,"a",0,0,14298.28,8285.21," 3 yrs",0,30,"< 1",20000,693.21,20000,"partial",3.43,2583.49,"debt",693.21,8285.21,"q3",14298.28,0,1,125000,5701.72,9955,8,2
0,0,47.7,11.53,"b",0,0,1486.67,156.32," 3 yrs",0,14,"10+",1600,52.79,1600,"checked",12.92,42.99,"renovation",52.79,156.32,"q2",1486.67,1,0,65000,113.33,2957,9,1
0,0,28.2,15.31,"b",0,0,0,10365.69," 3 yrs",0,12,"7",8675,302.05,8675,"partial",15.23,1690.69,"debt",4928.79,10365.69,"q3",0,0,0,35000,8675,2989,5,0
0,0,66.5,9.99,"b",0,0,9760.62,322.63," 3 yrs",0,22,"NA",10000,322.63,10000,"checked",15.18,83.25,"cc",328.18,322.63,"q2",9760.62,0,1,36000,239.38,14104,8,0
1,0,37.9,19.03,"a",428.22,4.2821999991,0,6326.11," 3 yrs",0,5,"5",7000,256.7,7000,"partial",13.36,1896.3,"moving",256.7,6326.11,"q5",0,0,0,46800,4001.59,379,3,1
0,0,83.8,17.57,"a",0,0,20968.39,14899.92," 5 yrs",0,38,"10+",28200,709.52,28200,"partial",9.11,7668.31,"debt",709.52,14899.92,"q4",20968.39,0,1,108000,7231.61,16922,12,2
0,0,42.1,14.65,"b",0,0,13984.82,1527.84," 3 yrs",0,66,"< 1",15000,517.42,15000,"unchecked",28.65,512.66,"cc",517.42,1527.84,"q3",13984.82,1,3,80000,1015.18,18158,19,1
1,0,25.3,23.4,"a",185.17,33.3306,0,1060.67," 3 yrs",0,11,"NA",1500,58.38,1500,"checked",11.13,373.66,"debt",58.38,1060.67,"q5",0,0,0,14340,501.84,2150,10,1
0,0,23,10.15,"a",0,0,4896.22,5898.55," 3 yrs",0,52,"10+",9600,310.45,9600,"unchecked",14.18,1194.77,"cc",310.45,5898.55,"q2",4896.22,0,0,55000,4703.78,4295,16,0
0,0,20.4,9.99,"b",0,0,9836.99,1800.48," 3 yrs",0,49,"10+",11200,361.34,11200,"partial",15.15,437.47,"transport",361.34,1800.48,"q2",9836.99,1,1,98400,1363.01,2509,14,0
0,0,59.4,10.99,"b",0,0,6923.85,7542," 3 yrs",0,56,"4",12800,419,12800,"unchecked",21.63,1665.85,"debt",419,7542,"q2",6923.85,0,0,40000,5876.15,13481,22,1
1,0,78.4,13.11,"a",0,0,0,3878.7," 3 yrs",0,46,"5",23000,776.19,23000,"partial",16.7,1197.7,"cc",776.19,3878.7,"q2",0,0,0,275000,2681,20294,21,1
0,0,63.4,10.15,"b",0,0,11854.08,10348.16," 3 yrs",0,9,"10+",20000,646.76,20000,"partial",12.4,2202.24,"cc",646.76,10348.16,"q2",11854.08,0,0,45000,8145.92,16484,3,0
0,0,9.9,12.99,"a",0,0,0,32412.1028208," 5 yrs",0,35,"10+",30750,699.5,30750,"partial",27.25,1662.1,"debt",3923.4,32359.41,"q2",0,0,0,69000,30750,31462,18,0
0,0,8.9,23.99,"b",0,0,2632.15,569.85," 3 yrs",0,12,"8",2925,114.75,2925,"checked",17.8,277,"debt",114.75,569.85,"q6",2632.15,1,0,54080,292.85,518,9,2
1,0,46.6,13.11,"b",0,0,0,15388.67," 3 yrs",0,32,"5",24000,809.93,24000,"unchecked",15.78,3892.34,"debt",809.93,15388.67,"q2",0,0,1,95000,11496.33,15842,17,1
0,0,41,14.65,"b",0,0,7637.33,1152.2," 3 yrs",0,39,"10+",8400,289.76,8400,"partial",11.86,389.53,"debt",289.76,1152.2,"q3",7637.33,0,1,25000,762.67,2173,5,3
1,0,57,11.67,"b",911.16,9.1116,0,1899.66," 3 yrs",0,61,"6",5000,165.29,5000,"checked",27.22,271.27,"debt",165.29,1899.66,"q2",0,1,0,39852,717.23,8557,18,3
1,0,84.5,10.15,"a",0,0,0,485.07," 3 yrs",0,42,"5",15000,485.07,15000,"unchecked",16.32,126.88,"holiday",485.07,485.07,"q2",0,0,0,220000,358.19,49039,18,1
0,0,67.1,13.99,"b",0,0,0,17157.03," 5 yrs",0,34,"10+",16800,390.82,16800,"checked",30.61,357.03,"cc",17170.09,17157.03,"q3",0,0,1,55000,16800,32220,15,2
0,0,89,16.2,"a",0,0,0,21574.9257584," 5 yrs",0,24,"10+",20000,488.49,20000,"checked",11.76,1574.93,"cc",19132.53,21574.93,"q3",0,0,0,110000,20000,19488,6,1
0,0,93.5,12.29,"a",0,0,0,10450.41," 3 yrs",0,12,"9",10000,333.53,10000,"unchecked",19.44,450.41,"debt",9456.65,10450.41,"q3",0,0,0,89000,10000,9628,7,0
0,0,32.5,11.99,"a",0,0,0,14794.12," 3 yrs",0,57,"4",13000,431.73,13000,"unchecked",16.98,1794.12,"debt",7886.44,14794.12,"q2",0,0,0,60000,13000,9078,15,2
1,0,63.4,16.29,"a",0,0,0,9162.53," 5 yrs",0,37,"10+",28800,704.81,28800,"checked",23.61,4735.51,"debt",704.81,9162.53,"q4",0,0,0,85000,4427.02,7666,9,3
0,0,46.7,8.18,"b",0,0,10198.11,2285.42," 3 yrs",0,26,"2",12000,377.04,12000,"partial",17.98,483.53,"debt",405.67,2285.42,"q2",10198.11,3,2,55000,1801.89,21938,10,2
0,0,83.7,10.99,"b",0,0,3378.61,10605.87," 3 yrs",0,21,"9",12000,392.81,12000,"checked",21.53,1984.48,"renovation",392.81,10605.87,"q2",3378.61,0,4,60000,8621.39,22848,10,0
0,0,25.8,6.24,"b",0,0,14620.03,444.97," 3 yrs",0,27,"7",15000,457.97,15000,"unchecked",12.87,65,"cc",457.97,444.97,"q1",14620.03,0,0,125000,379.97,16944,11,0
1,0,75.6,17.14,"a",15.16,0,0,11865.32," 5 yrs",0,26,"10+",17000,423.78,17000,"partial",14.63,5681.78,"debt",423.78,11847.94,"q5",0,0,0,62000,6168.38,16339,14,3
0,0,58,13.66,"a",0,0,12755.22,4145.3," 5 yrs",0,19,"10+",15000,346.39,15000,"unchecked",30.35,1900.52,"debt",346.39,4145.3,"q3",12755.22,0,2,101000,2244.78,57214,14,1
0,0,80.3,10.99,"a",0,0,0,31425.9338781," 3 yrs",0,25,"10+",28000,916.56,28000,"checked",21.96,3425.93,"cc",7.88,31425.93,"q2",0,0,0,250000,28000,147976,16,2
0,0,57,6.62,"a",0,0,1268.08,6444.06," 3 yrs",0,45,"NA",7000,214.93,7000,"checked",15.99,712.14,"debt",214.93,6444.06,"q1",1268.08,0,0,88008,5731.92,23584,21,0
1,0,67.9,14.65,"a",331.97,3.3197,0,3917.24," 3 yrs",0,12,"NA",8000,275.96,8000,"partial",11.46,1091.38,"debt",275.96,3917.24,"q3",0,0,0,40000,2493.89,11914,11,0
0,0,39.2,11.53,"a",0,0,18478.91,1255.35," 5 yrs",0,22,"10+",19200,422.55,19200,"unchecked",5.17,534.26,"debt",422.55,1255.35,"q2",18478.91,1,0,142000,721.09,14866,18,1
0,0,96.3,16.99,"b",0,0,0,31668.63," 5 yrs",0,26,"6",28000,695.73,28000,"partial",15.67,3668.63,"debt",26129.22,31668.63,"q4",0,0,0,107000,28000,35347,8,0
0,0,88.8,10.49,"b",0,0,6978.84,3434.57," 3 yrs",0,15,"9",9600,311.98,9600,"unchecked",17.28,813.41,"debt",311.98,3434.57,"q2",6978.84,0,0,58000,2621.16,17578,8,1
1,0,48.4,16.29,"b",0,0,0,2508.1," 3 yrs",0,31,"5",5075,179.15,5075,"checked",25.22,820.62,"debt",179.15,2508.1,"q3",0,0,0,58000,1687.48,23203,21,2
1,0,59.7,10.99,"a",0,0,24157.11,7837.84," 3 yrs",0,26,"6",30000,982.02,30000,"checked",9.82,1994.95,"debt",982.02,7837.84,"q2",24157.11,0,0,145000,5842.89,75020,16,0
0,0,93.4,14.99,"b",0,0,10003.17,11230.02," 3 yrs",0,28,"4",18000,623.89,18000,"unchecked",26.99,3233.19,"debt",623.89,11230.02,"q3",10003.17,0,0,80000,7996.83,33361,14,0
0,0,84.1,6.49,"a",0,0,14485.43,12257.92," 3 yrs",0,21,"NA",25000,766.12,25000,"partial",22.77,1743.35,"cc",766.12,12257.92,"q1",14485.43,0,0,75000,10514.57,42602,7,0
0,0,8.6,7.12,"b",0,0,11634.4,9898.24," 3 yrs",0,35,"1",20000,618.64,20000,"partial",20.49,1532.64,"debt",618.64,9898.24,"q1",11634.4,0,0,72100,8365.6,10618,22,1
1,0,72.2,15.31,"b",0,0,0,7415.52," 3 yrs",0,17,"10+",8875,309.01,8875,"checked",12.28,1958.83,"cc",309.01,7415.52,"q3",0,1,0,26000,5456.69,8735,8,1
0,0,87.2,12.99,"b",0,0,4594.54,3311.75," 3 yrs",0,18,"10+",7000,235.83,7000,"checked",4.21,906.29,"debt",235.83,3311.75,"q3",4594.54,0,0,79766,2405.46,5753,10,0
0,0,41,12.49,"a",0,0,4720.05,5783.41," 3 yrs",0,40,"3",9100,304.39,9100,"partial",15.39,1403.46,"cc",304.39,5783.41,"q2",4720.05,1,0,55600,4379.95,8241,22,1
1,0,85.5,13.33,"b",0,0,0,1614.87," 5 yrs",0,16,"9",24000,550.14,24000,"partial",9.82,754.77,"debt",550.14,1614.87,"q3",0,0,0,250000,860.1,39077,8,2
0,0,20.5,19.19,"b",0,0,13894.15,2300.97," 5 yrs",0,19,"< 1",14825,386.13,14825,"partial",14.99,1370.12,"debt",386.13,2300.97,"q5",13894.15,0,0,45792,930.85,4807,11,0
0,0,93.9,14.31,"b",0,0,27706.94,9072.93," 5 yrs",0,31,"10+",32500,761.46,32500,"checked",21.49,4279.87,"cc",761.46,9003.14,"q3",27493.81,0,0,65000,4793.06,33511,13,0
